,x1,x10,x2,x3,x4,x5,x6,x7,x8,x9,y
399,308,-565,-576,161,369,442,-201,-118,137,-474,351.2620534835028
400,-459,434,-9,114,-575,555,306,523,405,392,434.9056396167815
401,447,-433,-57,-182,244,-235,556,365,76,-516,314.206012417831
402,-232,523,387,-263,-190,85,441,-196,217,336,246.62653856783504
403,-58,567,298,-592,-567,-93,-354,-156,201,359,354.2855192098287
404,163,-182,541,-267,-301,-451,454,-411,-69,-431,321.8287653483841
405,-514,-185,214,78,37,526,230,510,-318,-574,343.97196063114535
406,-463,407,-118,364,-351,478,-566,377,-443,110,388.2411475991334
407,566,235,174,127,82,-449,312,541,-407,-498,359.4817255007783
408,-339,-366,98,598,333,-199,-119,-33,-535,-21,268.149855212759
409,-34,449,263,-1,71,-536,102,481,-600,58,293.3551167065458
410,-225,-25,-79,-7,-585,35,297,546,-148,-30,203.53030955625144
411,-135,144,146,-417,-194,-173,518,-539,313,-160,247.03705676269732
412,-155,398,32,44,-410,-580,-122,295,231,-303,235.24312517657148
413,-196,180,-80,404,269,412,-241,-30,-539,-66,210.10624513984544
414,-263,160,-431,-475,-81,-268,-219,-206,-41,19,170.25527371361088
415,-207,-479,194,312,323,-495,-70,376,-58,-2,227.56726873406564
416,524,337,-444,308,176,-503,519,374,517,325,437.5696646024686
417,-57,-8,-64,118,251,-364,154,351,-252,-39,108.22164770030308
418,21,-227,207,-478,-53,-92,-112,-557,-228,475,234.7439030866866
419,-379,592,-478,269,237,231,576,449,337,-292,410.17581259139877
420,263,-499,-125,-560,197,265,-201,-396,439,583,372.5767369003405
421,-116,66,65,463,-179,501,-338,336,245,115,205.95962827105274
422,382,-514,-108,-236,237,-211,270,-420,153,238,227.88213465728774
423,-128,463,-353,315,-39,262,288,-310,-576,-266,277.5833272073164
424,-284,61,572,-139,105,274,274,-17,524,-414,260.57470293717176
425,-189,-433,19,-161,589,-589,-310,-121,177,486,331.40055989086363
426,-335,408,-206,-268,-52,-290,8,-37,-171,-37,128.94407103658
427,199,365,204,-353,34,-118,-343,-578,546,228,289.99124290535616
428,-222,-222,458,23,-214,-485,-450,-467,461,73,308.0865784367305
429,253,-435,133,-41,214,-294,596,237,-145,186,218.96051799312522
430,84,-109,-577,467,130,205,312,-379,-508,229,296.08716691273634
431,216,-231,-597,-531,93,-58,510,-371,-242,175,310.33126592773846
432,-522,468,-74,417,-99,-372,9,452,246,-448,322.1678865199241
433,-41,422,-199,259,-309,260,-408,278,-110,342,206.58446314169237
434,-502,-265,275,576,272,-266,-122,424,-234,213,293.2616636769178
435,-291,-350,-29,-58,-240,-546,95,-263,242,-309,200.834509973719
436,-1,105,-332,-587,281,363,-308,-577,121,118,284.2268851614863
437,90,-96,510,409,-584,-528,-550,444,-327,364,451.900376993562
438,-98,-415,-45,-478,527,-121,-571,-10,-284,478,335.85344890394293
439,-21,329,66,305,220,476,454,-69,-449,468,279.12662186135356
440,444,447,503,-257,-26,-206,-526,-317,-556,-419,406.24253566916417
441,-388,331,333,-13,205,520,-215,491,391,62,282.9049692655438
442,-471,-10,492,299,-296,-365,-598,487,258,252,375.84314826706225
443,200,410,58,-452,93,-401,-156,400,302,34,216.52743931179768
444,190,118,522,-93,432,313,35,-399,-154,-378,236.69398527643662
445,-54,-202,454,-314,326,45,-149,-452,168,-242,193.51092859299263
446,-429,517,-42,382,483,590,161,-255,547,221,405.85046854367744
447,450,-269,181,33,108,367,-161,526,-146,-236,209.7053826185263
448,-416,43,499,154,88,-11,-72,-340,-431,177,199.34020985735373
449,-550,208,377,562,-229,151,177,-104,356,24,263.1089925515937
450,113,325,170,-402,266,-375,66,-481,-29,-364,223.33708701319384
451,33,229,136,-430,188,448,-293,263,-488,56,223.31930368596792
452,97,-399,-493,-544,-369,291,-153,-268,333,235,298.43979532197324
453,151,124,325,372,-344,365,371,116,247,395,226.4607692163086
454,164,-286,548,-166,-26,-440,169,-27,-213,-533,248.39371921385415
455,496,117,-178,596,-24,-537,236,-14,386,-53,286.81155460129855
456,-579,-347,379,-167,-159,-411,552,527,57,168,359.8218970123339
457,-442,120,216,427,309,-507,-225,-16,-60,395,251.45230447487648
458,214,-388,477,361,318,211,144,451,154,-454,289.4623936114852
459,35,415,-3,203,201,468,222,150,206,161,154.61253377948563
460,116,117,381,-3,36,-18,-511,-127,-82,391,153.69743277963582
461,-76,422,564,-76,-161,-161,31,392,592,-309,291.04130874817764
462,218,-511,-430,-406,-43,499,-150,22,569,-546,389.5228378860889
463,308,10,362,-546,199,-248,-497,-25,-544,564,372.7220703778258
464,68,-476,441,-443,-298,-48,148,54,134,450,240.5784213099582
465,-461,514,440,-466,295,-5,-100,91,398,524,357.47454792977214
466,328,173,-139,412,-351,361,213,-51,475,103,217.07661319238503
467,-439,-114,228,319,-322,180,-315,-42,403,-91,192.80684506590512
468,209,102,362,189,-513,224,-239,121,-175,-341,189.21583962722582
469,474,146,145,60,-275,-222,149,441,327,558,258.61131321240254
470,-509,-259,441,556,-95,348,543,122,590,59,406.3040875561879
471,166,161,233,-418,-354,213,-227,222,-533,373,245.3014822003056
472,-510,-54,122,384,-39,-255,440,-355,-163,-110,213.54915886572837
473,305,-427,107,-411,-344,397,-13,553,-86,-42,262.70176157184557
474,-65,-329,-137,-557,242,343,108,208,124,-50,173.62971301906938
475,-579,228,294,-432,249,229,-145,130,378,-98,242.2852952469108
476,262,473,219,372,578,159,120,-325,106,297,265.38813049799865
477,-79,523,450,164,-136,-342,69,-339,-56,566,272.9261872236872
478,499,539,-39,516,317,400,-53,432,-263,310,356.6068098911238
479,104,-79,596,142,-495,464,484,-299,-193,-222,316.8000997916264
480,-344,504,219,-68,-437,-587,-101,362,167,-240,297.8022499928185
481,134,162,-273,558,-133,-128,274,-272,284,146,179.7994744348843
482,-491,-11,-346,8,-210,-448,-511,536,-129,109,296.6812486649308
483,-200,-154,-102,-154,-84,-576,390,-39,-594,100,239.28120448160698
484,173,548,320,212,-322,144,-366,581,113,263,289.8632578155933
485,28,-560,401,85,384,-228,278,420,-162,-13,241.48644487964873
486,431,40,182,-589,-592,-34,560,485,308,78,393.24254069019355
487,234,-139,-253,-232,241,53,286,375,-138,-44,125.0502974049197
488,95,-180,246,180,297,-283,-546,398,-494,5,251.80781053933538
489,49,266,-386,89,285,287,-519,-370,249,262,233.64326749588113
490,278,-456,-36,11,479,397,580,190,389,249,315.8773115390912
491,-483,31,-553,-552,313,531,107,170,14,385,354.365825111777
492,303,251,-394,400,466,-203,-196,20,90,-591,282.15202433963185
493,198,509,-221,-597,-313,-222,329,453,-33,306,315.74074580882166
494,-181,-49,8,249,38,-99,-514,-567,-401,-520,282.24570789696264
495,229,454,-176,321,-258,-507,500,-295,63,26,265.4673015165886
496,-392,186,-221,-510,-94,338,198,-561,124,488,307.9294932471164
497,-568,-300,484,-212,337,136,405,22,366,-465,335.6367553180892
498,-9,-284,452,-362,10,20,378,-498,-90,116,208.25890272902865
499,-37,-252,346,181,450,-212,-340,135,562,15,229.67951205587377
500,-563,90,-211,-322,420,-263,214,355,90,23,225.82350389477986
501,540,309,-537,164,-492,121,382,75,111,-527,351.1591055712869
502,-118,-364,-46,-377,-582,270,125,572,461,189,324.3340134875447
503,168,198,-188,-522,-199,-483,-171,-361,246,287,238.64844738847168
504,174,-169,55,440,-22,-70,-470,499,40,-355,215.59300124140492
505,16,347,-338,82,-376,448,386,538,-489,81,317.86058053227913
506,213,-70,-393,-172,-220,-570,263,393,599,-580,382.6058714003315
507,136,-231,29,-562,-543,-151,456,369,155,51,270.2287490649701
508,569,-242,66,79,-159,209,-385,-391,-512,347,287.38318054425395
509,-513,-466,-203,134,-490,441,251,21,-175,82,269.7164774100578
510,504,-412,-221,399,46,483,582,-147,-75,-400,349.2912292851863
511,-508,441,510,554,-288,-58,574,391,551,510,539.0025029751945
512,-578,-398,44,-329,-179,445,181,-519,325,546,385.64849499366636
513,-123,-299,207,269,506,-288,263,-583,-81,-286,265.03211550741173
514,-113,-587,-104,-287,356,188,-482,542,-349,194,325.5356811670124
515,-359,409,367,-33,-67,531,332,544,333,-111,312.93979625822084
516,48,-214,-276,117,-508,-152,-330,243,-515,49,214.6770904865936
517,-518,-144,407,-80,246,-154,590,393,-96,-372,299.8725628228607
518,107,-549,303,288,122,295,226,185,-482,37,228.09999815422847
519,166,-168,285,404,-44,386,568,-195,-352,-425,280.0644035078658
520,-278,115,-274,447,-74,236,77,565,298,245,226.137163265352
521,35,447,-337,-594,513,355,-172,86,-323,307,324.04849713545275
522,-367,206,585,6,90,187,-364,-251,-517,-31,257.53740438022385
523,-536,-215,-364,-170,160,385,-92,87,475,-497,290.35215930699184
524,-49,-84,465,407,435,-599,-6,227,-76,585,335.7313179069304
525,112,-379,-85,598,-362,88,-101,466,-210,-158,240.052894041614
526,-380,-301,444,305,578,-22,-55,-210,-105,475,286.794473620245
527,-23,163,270,466,-472,287,-74,-51,509,-364,256.4871270163134
528,-151,184,479,-73,493,-531,478,-43,-150,143,273.43003648809685
529,413,-13,329,-528,-164,-347,312,40,222,4,214.32854401853507
530,295,395,-517,-283,399,-13,214,-276,488,68,279.63561838605625
531,-425,103,149,416,-292,-280,-418,530,-48,-19,253.11095869523513
532,10,-247,-533,-554,-511,358,-302,140,-293,-397,350.1031939744312
533,363,321,335,527,-172,435,117,-544,-486,-121,352.00928101996
534,582,179,172,103,139,-558,476,-325,-567,420,393.9218430555527
535,-549,484,-566,70,95,91,572,97,530,189,383.84443763733435
536,-253,-103,592,-7,-166,-44,-23,275,469,-7,188.69833039132965
537,550,-469,462,205,529,410,263,342,-60,-391,393.12441377191783
538,47,-73,502,-259,70,-450,-313,396,459,-282,270.765854702645
539,-282,-186,489,-52,3,377,-256,-285,526,60,232.2803979935786
540,-225,244,-11,-109,180,192,-250,-236,-79,410,121.99099989224254
541,454,310,-71,-235,100,219,-515,599,-292,-17,283.4901582242753
542,149,128,-251,-99,104,-405,-126,284,162,-361,135.83128020581483
543,495,-184,-301,-248,-237,-388,-552,195,289,-154,272.9162468764288
544,-57,-511,496,-439,-395,-522,-587,345,286,494,481.26056285705045
545,-504,-205,82,321,349,-125,-410,351,-417,-272,271.60209960905513
546,491,-476,199,318,-555,-578,-307,447,-437,-559,513.0092755565381
547,20,-335,185,-24,-329,-340,550,-327,35,90,198.50522481692786
548,-87,-202,283,461,-418,-329,193,-309,-233,536,275.5612586162116
549,170,-83,513,583,1,574,379,-76,-17,-508,345.0108730972735
550,171,-573,382,338,-140,85,478,-446,54,-285,290.00584038992395
551,408,589,-329,49,-418,-111,-11,-435,518,-384,355.0512288247265
552,-137,574,-314,-544,483,-560,31,524,454,-18,443.84051146948764
553,261,-204,517,-171,-269,343,212,-389,276,-398,257.78114737911375
554,-125,-413,-151,-123,31,-264,478,-122,-16,-21,135.715739072153
555,264,179,-295,-444,-78,12,320,-58,-409,-128,171.3897375911174
556,-302,87,-412,471,-111,140,4,-467,125,-224,202.54475660863878
557,307,-282,-192,-475,414,-550,-477,-503,-78,155,356.2008631542149
558,-58,-18,245,94,180,-416,-427,-540,-206,-124,203.43596473746592
559,337,123,-554,-353,191,-569,-70,-290,-56,340,283.0300184149223
560,-428,540,367,-297,-149,-507,-18,467,-291,533,392.0280865215534
561,416,-53,-354,-8,504,-154,-4,592,-513,551,375.0567322617933
562,-287,-169,491,60,-573,519,-572,-589,533,167,485.8417782591829
563,267,-533,111,329,-381,-235,-349,483,-533,-536,401.6989620153408
564,-290,-95,-383,-557,-233,-210,38,228,-219,451,239.30769601380382
565,479,189,105,20,378,-87,-292,489,-63,-174,197.4180949886216
566,-580,212,567,-88,263,19,563,-14,191,-519,351.77828033964795
567,533,394,542,517,136,471,217,-131,-18,-46,327.9062128060532
568,194,108,-313,206,590,415,-150,83,-379,489,281.5443701793052
569,479,-368,-511,-488,166,378,-32,427,382,451,392.8088454416851
570,-383,419,404,-68,-247,-9,-367,393,347,-299,263.5326576688615
571,213,-174,460,-180,-387,-69,335,-584,139,-513,303.4865066008063
572,64,443,65,-130,-328,-449,-81,-300,-156,-350,194.51259771563264
573,541,35,438,-528,-192,-527,-597,-381,19,-39,396.64426513018293
574,75,358,-279,42,-96,133,267,235,-449,-384,179.96022054254325
575,174,-475,-102,422,180,-473,369,297,-590,288,339.9834064028535
576,-427,-84,-558,34,-247,78,221,-543,-19,-312,253.60240720028054
577,-30,-75,-33,169,512,440,516,342,-460,519,340.0250558354929
578,-502,-376,136,-387,304,158,-149,-315,409,-237,256.9745104474224
579,416,-543,576,286,-262,331,115,-235,331,445,359.9275452784934
580,470,-173,359,-465,75,365,545,-464,-121,-379,352.34506184263597
581,124,147,300,-465,-373,123,580,282,-476,-195,295.49824956970224
582,-448,79,385,415,170,353,265,452,123,25,243.79473011926336
583,431,147,185,-409,-455,298,588,216,553,187,360.4735972676986
584,-55,468,-409,37,-594,-325,278,-537,539,-282,397.2146871952936
585,451,222,-528,-177,27,-280,-94,444,504,-285,296.7846720200582
586,-168,-272,235,-567,-173,-588,186,263,252,-301,279.11645713313976
587,-148,-74,-189,533,-379,241,-381,-355,-107,-345,238.64303818486053
588,22,394,358,-321,-163,454,437,-258,-372,506,318.8729163130294
589,-269,567,147,-351,68,102,-67,150,-359,-579,262.19976236100285
590,47,-561,68,-115,-380,-251,569,-262,-36,-451,285.8206265268782
591,574,301,16,-128,546,317,382,-416,361,291,343.3271067853268
592,-333,-292,150,246,-301,483,-488,-250,407,461,321.4948911849052
593,22,-560,441,-87,490,-596,530,-401,-525,437,505.9988658704388
594,-400,233,173,95,419,-125,-224,-358,-583,317,266.7872993628191
595,152,-322,-525,272,-574,416,-236,-518,-20,494,387.8476962569782
596,-210,360,-522,-404,-243,-85,-215,-43,179,-549,265.29412962339006
597,-257,364,-28,-367,-80,357,-91,-117,-237,141,142.4635914054286
598,-325,119,-555,231,-282,-261,135,-268,-35,-391,219.2430751232031
599,-449,-268,-241,150,-511,-251,324,-91,-94,-185,209.615936345457
600,-223,-262,-224,-480,-9,469,179,248,-157,346,215.22749979917592
601,-94,-155,329,459,-424,-350,-322,35,-318,236,229.94345024009843
602,382,157,527,-285,585,36,88,464,-401,-353,346.3738658171166
603,436,-105,241,-467,-533,63,524,106,289,-231,298.0108893060098
604,117,392,109,365,-57,-207,495,78,-356,-462,238.46132158183073
605,69,451,-235,-484,497,545,203,173,-219,545,365.44192798386877
606,322,-440,157,500,-599,385,-142,-49,-235,387,327.629465224017
607,-234,-47,-270,-138,-169,238,-224,18,84,334,101.80670763160961
608,-571,-587,-39,556,546,-219,-541,439,521,131,526.2688760921551
609,-203,-173,213,-37,592,-485,406,-28,-45,478,275.91297640794556
610,597,-343,-256,390,-404,293,-360,-316,101,77,297.5877553248224
611,471,-289,-534,244,449,-459,400,-276,-47,-495,387.4378059883139
612,585,-429,-287,-376,117,-311,227,149,300,104,259.74159782356685
613,419,95,31,-305,-300,90,-271,521,-532,430,298.375923965859
614,181,-547,289,180,-447,561,589,-469,-580,-372,502.0222290267677
615,594,592,-488,216,79,-554,-285,223,552,-424,480.1503708760589
616,120,520,396,34,-290,-479,-599,-121,-556,153,366.57985305632155
617,-119,-52,552,-500,536,149,-286,133,-52,223,259.1672535169808
618,-392,-94,-91,437,95,-379,-493,-250,70,-46,207.74308683186777
619,-404,-137,522,-268,229,-3,-564,-335,217,-420,309.1382529722088
620,163,476,92,-148,-447,-423,-20,-478,-418,527,336.899321490349
621,303,-95,88,-259,1,-420,-322,155,307,-140,149.40480151626457
622,-156,-425,338,520,-447,-358,-404,-390,275,370,362.35469605074815
623,-458,-487,-112,-42,-429,-365,391,-517,68,-12,301.81073481922317
624,-448,201,417,-238,-473,559,509,-517,67,245,400.6810210696376
625,-274,-452,357,86,-179,-264,-15,66,-541,422,248.82698693455927
626,-240,518,-355,66,-525,-78,-502,-536,429,-414,409.18688283248156
627,-12,52,265,-573,538,-201,-91,237,-347,583,314.99943347616636
628,-480,-502,413,390,-293,184,375,-167,488,472,389.5473516205054
629,416,-108,-109,-409,588,410,323,-258,594,471,406.8260297918666
630,-450,411,-311,-156,-113,-58,348,-530,549,307,327.5764694943756
631,413,74,35,523,-409,231,572,-14,65,131,256.05388875010135
632,-320,-121,290,335,456,-334,196,-457,458,57,274.28395781022033
633,188,-291,-574,-64,-513,451,552,426,599,258,458.9336895634457
634,-262,-90,-167,418,-47,500,-365,558,-19,-332,272.6844928870544
635,360,99,269,-433,13,368,-296,-421,-291,374,257.06443742635525
636,64,-79,-530,312,-324,295,-56,267,-64,-231,179.1163520646779
637,217,281,-356,95,-578,565,20,-219,302,435,311.97948484774037
638,-45,-403,249,8,-554,-130,-501,-403,114,165,251.9865001331874
639,-425,512,166,-35,-568,-176,355,576,407,-107,366.01263911948325
640,-150,215,-441,456,-303,463,197,308,-436,211,287.415092138071
641,-183,-333,-139,593,85,355,-433,118,370,-142,252.7686917924695
642,-246,-488,-486,483,-484,116,-354,-346,195,588,412.1652173171918
643,-86,503,324,475,-131,-579,-289,179,-80,597,356.4449266626916
644,595,-556,48,528,272,-193,-552,160,-178,162,361.9336057647384
645,-3,-534,147,314,-368,-48,219,112,-322,478,234.94239054999713
646,460,-284,131,182,371,-466,256,558,488,-3,329.09782664659696
647,254,295,549,462,-402,-320,-102,498,47,442,347.59946757917623
648,-290,87,-66,-52,-471,-323,-232,559,-461,-184,260.39256974255164
649,-133,68,-105,340,220,29,-229,355,-248,-566,190.629716561579
650,-600,373,-63,-202,465,141,200,60,455,-184,267.1174031693413
651,-252,-326,-166,138,109,506,-175,-457,-251,-431,244.11618070170258
652,-189,126,452,-131,-151,-39,-105,434,-379,-554,237.8366482271092
653,-117,-89,-20,-338,-163,-146,-415,-378,-402,-75,167.61912139036917
654,390,14,538,302,199,-348,62,512,329,-492,328.4855050671254
655,-213,38,84,-434,-123,-318,-597,166,201,-232,210.16453984722182
656,-535,43,468,199,-216,-39,31,-545,-302,368,280.87293082686364
657,-520,-517,89,537,580,218,556,-342,-214,84,425.2018004344102
658,100,453,-44,226,500,415,-43,-507,143,-376,278.79073537404787
659,485,-346,-278,-469,518,-175,214,-231,584,325,375.24347018951687
660,-285,-315,237,-33,-423,-35,511,-421,326,-477,298.5096605229378
661,360,210,-286,558,52,-548,-488,418,361,-90,356.28934244425267
662,274,-568,98,-489,342,-525,416,-207,511,69,381.2012949237129
663,593,-455,505,76,-265,61,-506,-269,-144,-305,334.8813216789721
664,144,163,378,205,369,-331,-152,591,133,204,228.42929534068514
665,555,302,-355,-378,379,-547,-48,412,-209,100,335.17927493282485
666,-16,599,597,-25,-341,56,-443,-369,333,78,322.2228962464427
667,23,294,-117,-595,17,121,-420,-331,412,-279,251.78918817830646
668,-282,-19,-182,11,-365,-494,410,385,-536,-393,313.07705288610236
669,234,286,447,38,-40,-451,-208,278,287,155,193.43707152525792
670,402,105,-511,-480,-588,27,308,505,95,523,411.7668887440235
671,-320,263,-61,129,350,339,-332,547,351,-407,282.90871604713374
672,-375,-463,-589,517,308,303,439,-540,147,554,493.1779826260225
673,442,-218,-45,105,-355,6,-5,-408,-411,-7,180.36450087654447
674,545,371,-386,325,-444,339,-326,-243,460,-190,354.5935535063419
675,-340,-269,-464,-196,477,49,517,261,-362,-556,362.7736976752749
676,9,-268,553,-502,44,-309,-389,-308,-578,-409,369.6742859942494
677,-418,257,-181,-103,516,129,-277,3,-435,-512,274.73603589356685
678,-560,-317,304,475,-60,379,-135,192,-278,-354,285.2652211322026
679,483,198,180,-163,504,370,387,-570,-383,338,365.4934982610372
680,491,-88,-339,401,444,-490,-370,368,80,378,346.88655466516593
681,385,-103,-8,-599,-319,362,-215,176,94,-430,256.35996631890896
682,297,427,-391,-399,581,316,315,200,190,345,329.5974247159987
683,-348,217,-567,-428,388,-342,212,-450,61,-435,346.18595218552605
684,-324,-396,582,260,-197,-166,-435,240,143,-45,251.9382974506713
685,105,-220,-465,467,-65,269,-5,448,-532,-389,302.34320879955663
686,43,-377,290,-65,-25,-584,-281,38,-310,-579,272.43180891761875
687,553,575,-124,-493,-217,115,-572,-28,495,-267,400.8645445290904
688,-452,-441,-272,475,231,-171,325,-23,-422,228,280.30510507921446
689,-173,-465,233,446,-97,-153,-478,106,-403,452,285.6586669505299
690,318,105,242,8,-474,423,14,-378,-498,-25,242.5227439113624
691,-468,322,538,561,113,565,297,113,-435,362,421.0298132020728
692,86,-474,-415,-563,-42,-259,440,289,-324,267,311.87438677904936
693,559,501,-327,-47,-486,417,182,428,-262,310,366.9392475266467
694,125,569,558,-205,248,471,142,240,-363,-125,301.3189118915542
695,-265,245,11,114,-230,-430,397,-465,-128,-389,231.67671925861055
696,-524,-69,503,-129,-576,246,318,190,-460,105,326.3435775965599
697,-364,399,-289,117,-222,364,-204,-112,294,92,180.93675323731225
698,257,-33,-360,-132,294,561,314,-550,-543,148,334.37638648335974
699,506,-57,531,-398,94,87,196,320,399,-575,337.67424729914535
700,169,596,-516,529,370,-305,-443,57,-207,238,365.6867710693851
701,-286,-44,586,-416,5,-133,597,-434,224,450,354.83205835360565
702,431,146,-479,100,-116,155,-108,442,152,-163,186.18332103075477
703,-268,226,-225,-146,-433,460,69,-584,-452,32,287.27037705479006
704,-239,69,-432,313,-268,573,-539,-61,315,111,289.1042772304274
705,68,-527,-267,370,-130,-316,247,-15,129,-16,172.35139892954015
706,554,105,267,-487,236,-357,442,23,545,512,392.151498270667
707,-522,458,-358,-408,117,333,596,307,-31,344,368.5540001795901
708,574,-181,141,-491,103,-54,-502,-152,343,271,276.72605204435126
709,-534,138,460,-334,-226,-391,468,531,-309,-599,447.64694403684103
710,163,415,-303,215,8,-340,-49,76,196,424,170.71680186435376
711,335,-456,-48,-228,133,435,456,151,294,-325,252.04778325002138
712,557,399,427,152,250,-235,-422,-7,-168,358,282.8229088525253
713,-145,137,78,-277,-112,556,-512,-31,397,222,229.57067327839715
714,-231,406,158,-34,-227,49,469,369,-307,502,251.15586382545888
715,-315,160,366,-506,97,422,-434,-18,-448,-493,334.6840106129403
716,151,472,588,29,393,-238,-441,295,297,-208,305.06050386154436
717,-511,-139,-600,-151,181,-532,-84,401,-141,200,302.7796884020535
718,261,363,-580,464,-549,-15,224,50,548,41,352.9674040165479
719,-69,-286,-84,-535,-221,-542,-411,-45,565,-339,332.8777893487806
720,-143,300,-272,338,-371,419,-300,-334,580,399,328.2550242626551
721,-544,-387,261,-515,340,-261,370,-359,-17,-282,327.9272128131613
722,-63,-541,-205,262,401,-544,-456,-470,404,-211,376.1571869263302
723,148,499,508,-306,-598,-333,460,516,-157,317,424.5328714093816
724,50,243,120,71,-430,-297,416,424,63,-13,178.77253547371907
725,83,278,-271,212,17,-503,265,51,193,-277,161.6631629997567
726,-445,481,-437,265,-407,530,-323,422,-526,542,498.4955567989857
727,-471,330,529,-415,160,522,549,479,524,-428,518.3716889454641
728,48,409,88,-348,-553,-318,336,-87,339,73,237.52965073979357
729,-178,277,-90,-78,-249,324,186,-139,585,-466,226.72274262646403
730,6,56,175,-180,-250,-305,557,-565,260,-405,271.7118470325734
731,-516,559,-43,-474,448,557,95,-43,515,-58,399.88976655728067
732,-217,508,237,-15,510,13,477,71,114,-476,274.48907360193266
733,-401,-406,-2,-151,130,-582,416,-539,-3,-517,359.74359575832415
734,-325,-175,596,490,326,451,-493,-548,-38,-451,448.3803616029193
735,-554,9,569,36,-63,-423,255,208,-66,-559,311.00561157284153
736,-86,307,-215,-224,-40,172,27,176,-468,6,120.9987398862402
737,109,-32,277,410,430,-275,-402,491,451,-267,299.9041549127587
738,163,-284,-514,505,367,526,-329,-84,-2,-425,334.44911967608334
739,182,-182,-276,-174,167,-174,-237,596,296,176,191.22297867099266
740,-62,-312,502,-528,439,-72,590,261,153,-106,321.1977187242619
741,-116,432,-259,-306,-430,597,305,-516,-115,152,325.4275064222041
742,505,170,-118,-110,-527,-158,-520,-121,-225,-33,238.34925022184825
743,-473,-535,-138,-280,237,-555,-357,-203,-103,-264,306.1384302794216
744,155,225,-584,165,-296,-134,-191,123,562,559,308.11430616530043
745,351,-94,68,-401,-455,-471,46,-350,186,491,282.6494069399976
746,476,-437,73,-205,-326,589,-565,-5,174,-535,389.4618151715915
747,11,-50,-584,595,501,13,172,495,-234,320,346.15925764885594
748,-38,214,-197,516,319,-113,-331,242,269,-420,221.93466477254321
749,182,490,34,562,-242,7,422,343,251,425,298.0519309272086
750,24,-155,-546,-101,-9,-297,103,254,90,-444,176.3920664271542
751,-67,-210,470,-260,-123,-221,206,587,-374,208,243.8032266744776
752,-264,-52,-197,-297,435,36,-229,422,-426,-378,237.23727142263058
753,-502,120,366,-481,-335,-253,7,427,-137,123,257.0624309607995
754,-574,183,-188,15,-141,300,170,-214,179,-203,165.09074143242003
755,-77,62,585,-169,-386,-452,-487,-559,159,37,328.54019484443154
756,495,-474,-21,-397,76,9,-169,-391,492,97,267.642209398882
757,373,32,-282,212,-22,120,70,-63,-326,237,113.70472796862995
758,524,149,-96,533,541,117,443,352,321,218,342.78301051429037
759,224,-137,-196,565,-154,356,68,-368,-129,-26,184.60061029438538
760,437,-95,113,-80,-549,222,-139,-207,-55,-307,183.32251689292193
761,509,-499,169,142,-75,-207,-106,-438,446,353,283.97521623349667
762,567,-582,-166,-112,-474,124,76,-563,-509,492,442.0637936018729
763,518,398,-175,319,-258,394,-541,-11,-476,127,330.104669857108
764,-309,553,492,194,-449,210,196,-257,291,429,325.9695288181891
765,542,-65,491,-596,156,470,418,132,-510,-217,410.71475558844884
766,351,-562,24,343,-565,-27,158,31,489,179,294.5753227242966
767,141,474,-422,215,286,-300,-87,-245,-86,-299,202.263261143796
768,378,-544,131,299,366,555,-390,388,507,-576,470.7047256370014
769,-21,213,385,432,397,-365,486,380,262,332,308.73899107084134
770,-383,-510,467,-360,-381,-18,-252,-113,-241,-412,302.01143466634426
771,186,435,-262,-118,0,230,250,398,7,215,157.62244790202118
772,251,-269,-198,-502,303,378,-365,212,-410,505,316.63932229797746
773,-160,403,87,157,-222,-475,-264,-429,131,543,266.2211442210871
774,204,432,-291,-307,-194,349,-347,-254,89,-147,196.2654980306618
775,217,32,12,138,-393,108,301,164,339,257,133.96629446322663
776,-47,-573,-483,-420,-267,-322,539,136,116,583,395.388950049727
777,64,164,384,156,473,-462,-589,-523,64,294,338.7347912166753
778,305,-427,-299,470,586,-97,304,-289,507,-94,346.06920461173263
779,-484,570,-234,137,372,281,-22,177,164,-358,260.2152781154264
780,489,381,-590,-106,-27,265,472,-491,103,-371,357.6719749745928
781,-500,-581,5,203,197,-395,-165,-82,-150,-197,230.72300737328524
782,500,447,256,-582,424,-251,-503,-2,-5,157,344.6335947032811
783,115,-468,-360,101,-7,-230,-317,187,-292,-568,243.0861283548207
784,-352,367,-317,-243,-410,-272,-195,184,-309,-514,273.93963560665577
785,501,-71,-238,-376,26,-32,28,-135,472,-384,212.25227543328742
786,-336,-223,-594,238,426,-522,534,-470,159,594,478.55817646925533
787,-245,-393,-557,-582,-527,-424,-265,216,458,-205,423.40494950247876
788,-142,22,-600,494,491,-166,171,133,-506,298,322.22453422370324
789,-534,-238,-360,440,-483,440,-344,1,512,517,435.8528189599611
790,587,-238,-279,234,-476,-285,93,-297,473,354,322.8887072877262
791,-473,216,520,564,-289,-275,-4,596,-237,-71,359.6173551829686
792,298,-573,-259,-263,-319,359,129,24,-570,228,295.58315093103886
793,488,-547,555,-462,301,325,-351,517,-49,448,463.1603556770374
794,274,-278,16,314,177,-578,353,-142,26,96,193.88033845545783
795,-468,-566,130,-199,105,18,124,-476,325,-378,275.4202444532919
796,402,-420,-440,-556,-350,-285,460,165,-222,-387,371.53849104506094
797,-532,454,142,297,469,-232,94,-430,-386,-449,354.90902436171785
798,46,298,-224,-441,-287,288,-177,121,-557,341,244.342705133888
